code,kind,level,depth,name,has_link,group_path
PRCG20_2200240004,domestic_tax,商品群,3,織物製・ニット製衣服,False,工業製品>繊維製品>衣服・その他繊維既製品
PRCG20_2200250004,domestic_tax,品目,4,外衣・シャツ,False,工業製品>繊維製品>衣服・その他繊維既製品>織物製・ニット製衣服
PRCG20_2200250005,domestic_tax,品目,4,下着類,True,工業製品>繊維製品>衣服・その他繊維既製品>織物製・ニット製衣服
PRCG20_2200240005,domestic_tax,商品群,3,その他の衣服・身の回り品,False,工業製品>繊維製品>衣服・その他繊維既製品
PRCG20_2200250006,domestic_tax,品目,4,繊維製身の回り品,False,工業製品>繊維製品>衣服・その他繊維既製品>その他の衣服・身の回り品
PRCG20_2200240006,domestic_tax,商品群,3,その他の繊維既製品,False,工業製品>繊維製品>衣服・その他繊維既製品
PRCG20_2200250007,domestic_tax,品目,4,寝具,True,工業製品>繊維製品>衣服・その他繊維既製品>その他の繊維既製品
PRCG20_2200250008,domestic_tax,品目,4,敷物,True,工業製品>繊維製品>衣服・その他繊維既製品>その他の繊維既製品
PRCG20_2200250009,domestic_tax,品目,4,繊維製帆布,True,工業製品>繊維製品>衣服・その他繊維既製品>その他の繊維既製品
PRCG20_2200250010,domestic_tax,品目,4,タオル,True,工業製品>繊維製品>衣服・その他繊維既製品>その他の繊維既製品
PRCG20_2200250011,domestic_tax,品目,4,衛生材料,True,工業製品>繊維製品>衣服・その他繊維既製品>その他の繊維既製品
PRCG20_2200320001,domestic_tax,類別,1,木材・木製品,False,工業製品
PRCG20_2200330001,domestic_tax,小類別,2,木材・木製品,False,工業製品>木材・木製品
PRCG20_2200340001,domestic_tax,商品群,3,製材,False,工業製品>木材・木製品>木材・木製品
PRCG20_2200350001,domestic_tax,品目,4,板,True,工業製品>木材・木製品>木材・木製品>製材
PRCG20_2200350002,domestic_tax,品目,4,ひき割,True,工業製品>木材・木製品>木材・木製品>製材
PRCG20_2200350003,domestic_tax,品目,4,ひき角,True,工業製品>木材・木製品>木材・木製品>製材
PRCG20_2200350004,domestic_tax,品目,4,梱包用材,True,工業製品>木材・木製品>木材・木製品>製材
PRCG20_2200340002,domestic_tax,商品群,3,合板・集成材,False,工業製品>木材・木製品>木材・木製品
PRCG20_2200350005,domestic_tax,品目,4,普通合板,True,工業製品>木材・木製品>木材・木製品>合板・集成材
PRCG20_2200350006,domestic_tax,品目,4,特殊合板,True,工業製品>木材・木製品>木材・木製品>合板・集成材
PRCG20_2200350007,domestic_tax,品目,4,集成材,True,工業製品>木材・木製品>木材・木製品>合板・集成材
PRCG20_2200340003,domestic_tax,商品群,3,木材チップ,False,工業製品>木材・木製品>木材・木製品
PRCG20_2200350008,domestic_tax,品目,4,木材チップ,True,工業製品>木材・木製品>木材・木製品>木材チップ
PRCG20_2200340004,domestic_tax,商品群,3,その他の木製品,False,工業製品>木材・木製品>木材・木製品
PRCG20_2200350009,domestic_tax,品目,4,造作材,True,工業製品>木材・木製品>木材・木製品>その他の木製品
PRCG20_2200350010,domestic_tax,品目,4,住宅建築用木製組立材料,True,工業製品>木材・木製品>木材・木製品>その他の木製品
PRCG20_2200350011,domestic_tax,品目,4,床板,True,工業製品>木材・木製品>木材・木製品>その他の木製品
PRCG20_2200350012,domestic_tax,品目,4,木箱,True,工業製品>木材・木製品>木材・木製品>その他の木製品
PRCG20_2200420001,domestic_tax,類別,1,パルプ・紙・同製品,False,工業製品
PRCG20_2200430001,domestic_tax,小類別,2,パルプ・紙・板紙・加工紙,False,工業製品>パルプ・紙・同製品
PRCG20_2200440001,domestic_tax,商品群,3,洋紙・和紙,False,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙
PRCG20_2200450001,domestic_tax,品目,4,新聞用紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>洋紙・和紙
PRCG20_2200450002,domestic_tax,品目,4,非塗工印刷用紙,False,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>洋紙・和紙
PRCG20_2200450003,domestic_tax,品目,4,塗工印刷用紙,False,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>洋紙・和紙
PRCG20_2200450004,domestic_tax,品目,4,情報用紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>洋紙・和紙
PRCG20_2200450005,domestic_tax,品目,4,クラフト紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>洋紙・和紙
PRCG20_2200450006,domestic_tax,品目,4,加工原紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>洋紙・和紙
PRCG20_2200440002,domestic_tax,商品群,3,板紙,False,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙
PRCG20_2200450007,domestic_tax,品目,4,ライナー,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>板紙
PRCG20_2200450008,domestic_tax,品目,4,中しん原紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>板紙
PRCG20_2200450009,domestic_tax,品目,4,白板紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>板紙
PRCG20_2200440003,domestic_tax,商品群,3,段ボール,False,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙
PRCG20_2200450010,domestic_tax,品目,4,段ボール,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>段ボール
PRCG20_2200440004,domestic_tax,商品群,3,塗工紙・建設用加工紙,False,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙
PRCG20_2200450011,domestic_tax,品目,4,アスファルト塗工紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>塗工紙・建設用加工紙
PRCG20_2200450012,domestic_tax,品目,4,ノーカーボン紙・粘着紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>塗工紙・建設用加工紙
PRCG20_2200450013,domestic_tax,品目,4,壁紙・ふすま紙,True,工業製品>パルプ・紙・同製品>パルプ・紙・板紙・加工紙>塗工紙・建設用加工紙
PRCG20_2200430002,domestic_tax,小類別,2,紙加工品,False,工業製品>パルプ・紙・同製品
PRCG20_2200440005,domestic_tax,商品群,3,段ボール箱,False,工業製品>パルプ・紙・同製品>紙加工品
PRCG20_2200450014,domestic_tax,品目,4,段ボール箱,True,工業製品>パルプ・紙・同製品>紙加工品>段ボール箱
PRCG20_2200440006,domestic_tax,商品群,3,その他の紙製容器,False,工業製品>パルプ・紙・同製品>紙加工品
PRCG20_2200450015,domestic_tax,品目,4,重包装紙袋,True,工業製品>パルプ・紙・同製品>紙加工品>その他の紙製容器
PRCG20_2200450016,domestic_tax,品目,4,軽包装紙袋,True,工業製品>パルプ・紙・同製品>紙加工品>その他の紙製容器
PRCG20_2200450017,domestic_tax,品目,4,紙箱,True,工業製品>パルプ・紙・同製品>紙加工品>その他の紙製容器
PRCG20_2200440007,domestic_tax,商品群,3,紙製衛生材料・用品,False,工業製品>パルプ・紙・同製品>紙加工品
PRCG20_2200450018,domestic_tax,品目,4,大人用紙おむつ,True,工業製品>パルプ・紙・同製品>紙加工品>紙製衛生材料・用品
PRCG20_2200450019,domestic_tax,品目,4,子供用紙おむつ,True,工業製品>パルプ・紙・同製品>紙加工品>紙製衛生材料・用品
PRCG20_2200450020,domestic_tax,品目,4,ティッシュペーパー,True,工業製品>パルプ・紙・同製品>紙加工品>紙製衛生材料・用品
PRCG20_2200450021,domestic_tax,品目,4,トイレットペーパー,True,工業製品>パルプ・紙・同製品>紙加工品>紙製衛生材料・用品
PRCG20_2200450022,domestic_tax,品目,4,生理用品,True,工業製品>パルプ・紙・同製品>紙加工品>紙製衛生材料・用品
PRCG20_2200440008,domestic_tax,商品群,3,その他のパルプ・紙・紙加工品,False,工業製品>パルプ・紙・同製品>紙加工品
PRCG20_2200450023,domestic_tax,品目,4,封筒,True,工業製品>パルプ・紙・同製品>紙加工品>その他のパルプ・紙・紙加工品
PRCG20_2200450024,domestic_tax,品目,4,日用紙製品,True,工業製品>パルプ・紙・同製品>紙加工品>その他のパルプ・紙・紙加工品
PRCG20_2200450025,domestic_tax,品目,4,紙管,True,工業製品>パルプ・紙・同製品>紙加工品>その他のパルプ・紙・紙加工品
PRCG20_2200520001,domestic_tax,類別,1,化学製品,False,工業製品
PRCG20_2200530001,domestic_tax,小類別,2,化学肥料,False,工業製品>化学製品
PRCG20_2200540001,domestic_tax,商品群,3,化学肥料,False,工業製品>化学製品>化学肥料
PRCG20_2200550001,domestic_tax,品目,4,化学肥料,True,工業製品>化学製品>化学肥料>化学肥料
PRCG20_2200530002,domestic_tax,小類別,2,無機化学工業製品,False,工業製品>化学製品
PRCG20_2200540002,domestic_tax,商品群,3,ソーダ工業製品,False,工業製品>化学製品>無機化学工業製品
PRCG20_2200550002,domestic_tax,品目,4,ソーダ工業製品,True,工業製品>化学製品>無機化学工業製品>ソーダ工業製品
PRCG20_2200540003,domestic_tax,商品群,3,無機顔料,False,工業製品>化学製品>無機化学工業製品
PRCG20_2200550003,domestic_tax,品目,4,無機顔料,True,工業製品>化学製品>無機化学工業製品>無機顔料
PRCG20_2200540004,domestic_tax,商品群,3,圧縮ガス・液化ガス,False,工業製品>化学製品>無機化学工業製品
PRCG20_2200550004,domestic_tax,品目,4,圧縮ガス・液化ガス,True,工業製品>化学製品>無機化学工業製品>圧縮ガス・液化ガス
PRCG20_2200540005,domestic_tax,商品群,3,塩,False,工業製品>化学製品>無機化学工業製品
PRCG20_2200550005,domestic_tax,品目,4,塩,True,工業製品>化学製品>無機化学工業製品>塩
PRCG20_2200540006,domestic_tax,商品群,3,その他の無機化学工業製品,False,工業製品>化学製品>無機化学工業製品
PRCG20_2200550006,domestic_tax,品目,4,電池用無機化学工業製品,True,工業製品>化学製品>無機化学工業製品>その他の無機化学工業製品
PRCG20_2200530003,domestic_tax,小類別,2,石油化学系基礎製品,False,工業製品>化学製品
PRCG20_2200540007,domestic_tax,商品群,3,石油化学基礎製品,False,工業製品>化学製品>石油化学系基礎製品
PRCG20_2200550007,domestic_tax,品目,4,エチレン,True,工業製品>化学製品>石油化学系基礎製品>石油化学基礎製品
PRCG20_2200550008,domestic_tax,品目,4,プロピレン,True,工業製品>化学製品>石油化学系基礎製品>石油化学基礎製品
PRCG20_2200550009,domestic_tax,品目,4,ブタン・ブチレン・ブタジエン,False,工業製品>化学製品>石油化学系基礎製品>石油化学基礎製品
PRCG20_2200540008,domestic_tax,商品群,3,石油化学系芳香族製品,False,工業製品>化学製品>石油化学系基礎製品
PRCG20_2200550010,domestic_tax,品目,4,ベンゼン,True,工業製品>化学製品>石油化学系基礎製品>石油化学系芳香族製品
PRCG20_2200550011,domestic_tax,品目,4,キシレン,True,工業製品>化学製品>石油化学系基礎製品>石油化学系芳香族製品
PRCG20_2200530004,domestic_tax,小類別,2,有機化学工業製品,False,工業製品>化学製品
PRCG20_2200540009,domestic_tax,商品群,3,脂肪族中間物,False,工業製品>化学製品>有機化学工業製品
PRCG20_2200550012,domestic_tax,品目,4,合成アセトン,True,工業製品>化学製品>有機化学工業製品>脂肪族中間物
PRCG20_2200550013,domestic_tax,品目,4,酸化エチレン・エチレングリコール,False,工業製品>化学製品>有機化学工業製品>脂肪族中間物
PRCG20_2200550014,domestic_tax,品目,4,酸化プロピレン・ポリプロピレングリコール,False,工業製品>化学製品>有機化学工業製品>脂肪族中間物
PRCG20_2200550015,domestic_tax,品目,4,塩化ビニルモノマー,True,工業製品>化学製品>有機化学工業製品>脂肪族中間物
PRCG20_2200550016,domestic_tax,品目,4,アクリロニトリル,True,工業製品>化学製品>有機化学工業製品>脂肪族中間物
PRCG20_2200540010,domestic_tax,商品群,3,環式中間物・合成染料・有機顔料,False,工業製品>化学製品>有機化学工業製品
PRCG20_2200550017,domestic_tax,品目,4,スチレンモノマー,True,工業製品>化学製品>有機化学工業製品>環式中間物・合成染料・有機顔料
PRCG20_2200550018,domestic_tax,品目,4,フェノール・ビスフェノールＡ,False,工業製品>化学製品>有機化学工業製品>環式中間物・合成染料・有機顔料
PRCG20_2200550019,domestic_tax,品目,4,合成染料,True,工業製品>化学製品>有機化学工業製品>環式中間物・合成染料・有機顔料
PRCG20_2200540011,domestic_tax,商品群,3,合成ゴム,False,工業製品>化学製品>有機化学工業製品
PRCG20_2200550020,domestic_tax,品目,4,合成ゴム,True,工業製品>化学製品>有機化学工業製品>合成ゴム
PRCG20_2200530005,domestic_tax,小類別,2,合成樹脂,False,工業製品>化学製品
PRCG20_2200540012,domestic_tax,商品群,3,熱硬化性樹脂,False,工業製品>化学製品>合成樹脂
PRCG20_2200550021,domestic_tax,品目,4,熱硬化性樹脂,False,工業製品>化学製品>合成樹脂>熱硬化性樹脂
PRCG20_2200540013,domestic_tax,商品群,3,熱可塑性樹脂,False,工業製品>化学製品>合成樹脂
PRCG20_2200550022,domestic_tax,品目,4,ポリエチレン,False,工業製品>化学製品>合成樹脂>熱可塑性樹脂
PRCG20_2200550023,domestic_tax,品目,4,ポリスチレン,False,工業製品>化学製品>合成樹脂>熱可塑性樹脂
PRCG20_2200550024,domestic_tax,品目,4,ポリプロピレン,True,工業製品>化学製品>合成樹脂>熱可塑性樹脂
PRCG20_2200550025,domestic_tax,品目,4,塩化ビニル樹脂,True,工業製品>化学製品>合成樹脂>熱可塑性樹脂
PRCG20_2200540014,domestic_tax,商品群,3,高機能性樹脂,False,工業製品>化学製品>合成樹脂
PRCG20_2200550026,domestic_tax,品目,4,ポリアミド樹脂,True,工業製品>化学製品>合成樹脂>高機能性樹脂
PRCG20_2200550027,domestic_tax,品目,4,飽和ポリエステル樹脂,True,工業製品>化学製品>合成樹脂>高機能性樹脂
PRCG20_2200550028,domestic_tax,品目,4,ポリカーボネート,True,工業製品>化学製品>合成樹脂>高機能性樹脂
PRCG20_2200550029,domestic_tax,品目,4,ポリフェニレンサルファイド,True,工業製品>化学製品>合成樹脂>高機能性樹脂
PRCG20_2200540015,domestic_tax,商品群,3,その他の合成樹脂,False,工業製品>化学製品>合成樹脂
PRCG20_2200550030,domestic_tax,品目,4,メタクリル樹脂,True,工業製品>化学製品>合成樹脂>その他の合成樹脂
PRCG20_2200550031,domestic_tax,品目,4,フッ素樹脂,True,工業製品>化学製品>合成樹脂>その他の合成樹脂
PRCG20_2200530006,domestic_tax,小類別,2,化学繊維,False,工業製品>化学製品
PRCG20_2200540016,domestic_tax,商品群,3,化学繊維,False,工業製品>化学製品>化学繊維
PRCG20_2200550032,domestic_tax,品目,4,化学繊維,True,工業製品>化学製品>化学繊維>化学繊維
